geoid,households,puma,median_income,median_hlb,median_housing_month,median_childcare_month,vulnerable_rate,kids_share,median_gap,featured
06073018516,1295,07301,113648.0,103803.0,3090.0,0.0,0.4687,0.268,-9845.0,False
06073002903,1596,07317,89434.0,73667.0,1980.0,0.0,0.468,0.2137,-15767.0,False
06073008360,2417,07312,111678.0,86537.0,2670.0,0.0,0.4679,0.211,-25141.0,False
06073018504,2527,07301,96027.0,76037.0,2100.0,0.0,0.4677,0.2299,-19990.0,False
06073009507,1502,07314,111719.0,91859.0,2953.0,0.0,0.4667,0.251,-19860.0,False
06073001801,989,07317,78204.0,72126.0,2130.0,0.0,0.4661,0.092,-6078.0,False
06073011000,1425,07310,106133.0,96790.0,3340.0,0.0,0.466,0.08,-9343.0,False
06073008359,1823,07312,97464.0,84702.0,2670.0,0.0,0.4652,0.1563,-12762.0,False
06073013312,897,07329,116188.0,101176.0,2590.0,0.0,0.4649,0.2965,-15012.0,False
06073013322,1108,07329,166624.0,164670.0,5330.0,0.0,0.4648,0.4025,-1954.0,False
06073013503,1883,07328,110194.0,100554.0,2536.0,0.0,0.4647,0.2735,-9640.0,False
06073016620,881,07313,97601.0,78982.0,2160.0,0.0,0.4631,0.2338,-18619.0,False
06073019208,1163,07323,113972.0,79939.0,2047.0,0.0,0.4626,0.2631,-34033.0,False
06073004102,839,07316,75636.0,67994.0,1890.0,0.0,0.4625,0.1692,-7642.0,False
06073015002,1206,07314,74070.0,75055.0,2211.0,0.0,0.4619,0.204,985.0,False
06073019903,1494,07323,111719.0,77618.0,2050.0,0.0,0.4618,0.2624,-34101.0,False
06073008901,2571,07315,88300.0,80369.0,2501.0,0.0,0.4613,0.1373,-7931.0,False
06073013323,2080,07329,164017.0,131819.0,3950.0,0.0,0.4611,0.3197,-32198.0,False
06073003107,1530,07327,113592.0,98455.0,2353.0,0.0,0.4608,0.2915,-15137.0,False
06073009802,2445,07314,100547.0,79664.0,2308.0,0.0,0.4605,0.2622,-20883.0,False
06073002902,2659,07317,80438.0,73536.0,2066.0,0.0,0.4592,0.132,-6902.0,False
06073003204,1099,07330,114870.0,75580.0,2017.0,0.0,0.4577,0.2302,-39290.0,False
06073019803,2302,07324,112693.0,88739.0,2830.0,0.0,0.4566,0.1685,-23954.0,False
06073014500,1441,07314,90254.0,72915.0,1991.0,0.0,0.4559,0.2887,-17339.0,False
06073013505,1959,07328,114077.0,81732.0,2400.0,0.0,0.4558,0.1894,-32345.0,False
06073013909,1501,07328,104346.0,97004.0,2260.0,0.0,0.4544,0.2845,-7342.0,False
06073020807,1042,07307,117322.0,83935.0,2210.0,0.0,0.4539,0.2111,-33387.0,False
06073019403,2033,07323,106601.0,79730.0,2235.0,0.0,0.453,0.214,-26871.0,False
06073018102,1249,07301,85007.0,54799.0,1930.0,0.0,0.45,0.1001,-30208.0,False
06073020024,1586,07325,98682.0,76844.0,2050.0,0.0,0.4489,0.191,-21838.0,False
06073018523,2073,07301,105910.0,79684.0,2290.0,0.0,0.4486,0.2026,-26226.0,False
06073020404,2068,07306,106198.0,86225.0,2590.0,0.0,0.4483,0.191,-19973.0,False
06073017050,993,07308,116938.0,78724.0,2190.0,0.0,0.4481,0.2518,-38214.0,False
06073014601,2300,07314,81779.0,73972.0,2138.0,0.0,0.4478,0.1661,-7807.0,False
06073019108,793,07302,110967.0,82237.0,2154.0,0.0,0.4464,0.2446,-28730.0,False
06073014102,1065,07328,110194.0,97669.0,2379.0,0.0,0.446,0.3005,-12525.0,False
06073011100,1581,07310,122891.0,97510.0,3340.0,0.0,0.4453,0.1448,-25381.0,False
06073020105,1481,07306,109708.0,75604.0,2040.0,0.0,0.445,0.1972,-34104.0,False
06073008351,1414,07311,135084.0,117202.0,3360.0,0.0,0.4448,0.3069,-17882.0,False
06073021306,1496,07329,163686.0,137000.0,3992.0,0.0,0.4439,0.2747,-26686.0,False
06073019905,2094,07323,115706.0,83026.0,2410.0,0.0,0.4427,0.2015,-32680.0,False
06073008357,1552,07312,110104.0,103114.0,3360.0,0.0,0.442,0.2378,-6990.0,False
06073020110,2682,07306,125936.0,103354.0,2438.0,0.0,0.4415,0.2878,-22582.0,False
06073012900,1124,07330,116622.0,100006.0,2537.0,0.0,0.4413,0.2367,-16616.0,False
06073021001,1078,07302,64905.0,66444.0,1300.0,0.0,0.4406,0.0482,1539.0,False
06073008307,1665,07312,118590.0,87925.0,2707.0,0.0,0.4402,0.1904,-30665.0,False
06073002401,1689,07317,82114.0,71717.0,2048.0,0.0,0.4399,0.1628,-10397.0,False
06073002905,1859,07317,91372.0,73099.0,2067.0,0.0,0.4395,0.1689,-18273.0,False
06073019406,1704,07323,98640.0,75675.0,2060.0,0.0,0.439,0.1954,-22965.0,False
06073002801,515,07317,126578.0,84942.0,2490.0,0.0,0.4388,0.2544,-41636.0,False
06073010015,1429,07322,123251.0,103516.0,2585.0,0.0,0.4381,0.2491,-19735.0,False
06073002502,2393,07317,92794.0,67535.0,1720.0,0.0,0.4379,0.2361,-25259.0,False
06073019601,2164,07323,115752.0,75895.0,2050.0,0.0,0.4372,0.2454,-39857.0,False
06073020902,954,07302,116882.0,88962.0,2481.0,0.0,0.4361,0.1677,-27920.0,False
06073013607,952,07328,81916.0,75930.0,2086.0,0.0,0.4359,0.1239,-5986.0,False
06073018301,576,07301,70734.0,55002.0,1930.0,0.0,0.4358,0.0295,-15732.0,False
06073020042,1774,07325,117972.0,85426.0,2540.0,0.0,0.4352,0.212,-32546.0,False
06073015408,1391,07313,143506.0,104581.0,2739.0,0.0,0.4349,0.2919,-38925.0,False
06073008502,2561,07315,102848.0,79180.0,2256.0,0.0,0.4338,0.1902,-23668.0,False
06073003207,2282,07329,106133.0,82741.0,2440.0,0.0,0.4334,0.1876,-23392.0,False
06073013409,1973,07329,107537.0,87622.0,2510.0,0.0,0.4334,0.2478,-19915.0,False
06073019303,2651,07323,116699.0,80737.0,2212.0,0.0,0.4327,0.2414,-35962.0,False
06073008367,1234,07311,134034.0,97805.0,3340.0,0.0,0.4319,0.2318,-36229.0,False
06073017048,2181,07308,96956.0,77884.0,2190.0,0.0,0.4305,0.2912,-19072.0,False
06073018803,1879,07302,108585.0,81860.0,2230.0,0.0,0.4295,0.1469,-26725.0,False
06073014804,1945,07314,95941.0,77097.0,2190.0,0.0,0.4293,0.1949,-18844.0,False
06073004700,713,07316,73463.0,68125.0,1889.0,0.0,0.4292,0.1388,-5338.0,False
06073008330,1921,07311,162440.0,98267.0,3260.0,0.0,0.4289,0.2514,-64173.0,False
06073009604,1543,07314,95230.0,80956.0,2423.0,0.0,0.4258,0.1769,-14274.0,False
06073018515,1898,07301,109315.0,83199.0,2450.0,0.0,0.4241,0.205,-26116.0,False
06073016614,1389,07313,118590.0,105877.0,2785.0,0.0,0.424,0.2657,-12713.0,False
06073016609,2017,07313,118590.0,78782.0,2160.0,0.0,0.4234,0.2548,-39808.0,False
06073013908,1107,07328,102619.0,94372.0,2260.0,0.0,0.4228,0.3089,-8247.0,False
06073018608,1015,07301,127360.0,84040.0,2342.0,0.0,0.4227,0.2502,-43320.0,False
06073010018,2165,07322,125891.0,102828.0,2640.0,0.0,0.4226,0.273,-23063.0,False
06073016813,1139,07307,112818.0,76088.0,1900.0,0.0,0.4223,0.2256,-36730.0,False
06073008380,2937,07312,98824.0,83326.0,2575.0,0.0,0.4215,0.1059,-15498.0,False
06073015501,1865,07307,114551.0,78197.0,2348.0,0.0,0.4204,0.244,-36354.0,False
06073008702,1667,07315,120159.0,86026.0,2750.0,0.0,0.4199,0.2052,-34133.0,False
06073001201,1346,07316,69046.0,53971.0,1968.0,0.0,0.4198,0.029,-15075.0,False
06073020033,1580,07324,116256.0,91184.0,2920.0,0.0,0.4196,0.1823,-25072.0,False
06073013417,669,07329,159088.0,119778.0,4030.0,0.0,0.4185,0.275,-39310.0,False
06073003109,887,07327,122891.0,100172.0,2377.0,0.0,0.4183,0.2886,-22719.0,False
06073013801,1806,07328,95154.0,72070.0,1882.0,0.0,0.4181,0.1966,-23084.0,False
06073020805,1157,07307,115738.0,80927.0,2210.0,0.0,0.4175,0.2999,-34811.0,False
06073008364,2301,07312,103268.0,87907.0,2890.0,0.0,0.4163,0.093,-15361.0,False
06073009107,2436,07315,100232.0,77392.0,2373.0,0.0,0.4163,0.1145,-22840.0,False
06073013422,1317,07329,155290.0,86143.0,2469.0,0.0,0.4161,0.2544,-69147.0,False
06073006801,1569,07310,98442.0,78770.0,2401.0,0.0,0.4124,0.1268,-19672.0,False
06073010019,1053,07322,121525.0,103136.0,2640.0,0.0,0.4122,0.2953,-18389.0,False
06073001700,2510,07317,89493.0,72828.0,2138.0,0.0,0.4116,0.0853,-16665.0,False
06073019904,2444,07323,111678.0,82356.0,2410.0,0.0,0.41,0.1653,-29322.0,False
06073017035,1257,07326,113418.0,78521.0,2300.0,0.0,0.4097,0.1965,-34897.0,False
06073017405,1317,07326,151124.0,89167.0,2815.0,0.0,0.4093,0.2658,-61957.0,False
06073005602,1300,07316,107712.0,76785.0,2939.0,0.0,0.4092,0.0277,-30927.0,False
06073017303,1369,07326,129900.0,94631.0,3050.0,0.0,0.4091,0.1724,-35269.0,False
06073019304,1137,07301,118784.0,84008.0,2450.0,0.0,0.409,0.2058,-34776.0,False
06073014803,2146,07314,83527.0,74990.0,2190.0,0.0,0.4082,0.1659,-8537.0,False
06073007800,2743,07310,110662.0,82267.0,2600.0,0.0,0.4076,0.1378,-28395.0,False
06073009805,1862,07314,101525.0,81445.0,2330.0,0.0,0.4076,0.1971,-20080.0,False
06073019301,2268,07301,131257.0,93768.0,3090.0,0.0,0.407,0.2319,-37489.0,False
06073016503,951,07313,109952.0,71042.0,1830.0,0.0,0.4059,0.2503,-38910.0,False
06073013424,1859,07329,171827.0,141527.0,4781.0,0.0,0.4051,0.3432,-30300.0,False
06073016811,1681,07307,122202.0,88247.0,2409.0,0.0,0.4051,0.2457,-33955.0,False
06073016401,1687,07313,109952.0,72016.0,1830.0,0.0,0.4031,0.2762,-37936.0,False
06073000301,1303,07316,90989.0,77720.0,2420.0,0.0,0.4029,0.0883,-13269.0,False
06073007702,1830,07310,123584.0,82222.0,2600.0,0.0,0.4022,0.071,-41362.0,False
06073000902,1538,07316,90254.0,66692.0,2319.0,0.0,0.4012,0.0241,-23562.0,False
06073015302,1416,07313,109982.0,73852.0,1894.0,0.0,0.4011,0.2542,-36130.0,False
06073017606,1641,07326,101425.0,81670.0,2459.0,0.0,0.4004,0.1353,-19755.0,False
06073020904,1257,07302,79947.0,71596.0,1577.0,0.0,0.4002,0.1193,-8351.0,False
06073017009,1521,07308,96051.0,79558.0,2190.0,0.0,0.3997,0.2216,-16493.0,False
06073013604,2023,07328,109820.0,80580.0,2290.0,0.0,0.3994,0.1869,-29240.0,False
06073016100,2107,07313,113972.0,74921.0,1861.0,0.0,0.3977,0.2539,-39051.0,False
06073021204,1925,07302,128512.0,82801.0,2164.0,0.0,0.3974,0.2499,-45711.0,False
06073007501,2072,07310,96990.0,78723.0,2390.0,0.0,0.3958,0.0999,-18267.0,False
06073020111,1327,07306,127406.0,78920.0,2040.0,0.0,0.3949,0.214,-48486.0,False
06073009108,935,07315,93949.0,80313.0,2410.0,0.0,0.3947,0.1198,-13636.0,False
06073014200,1999,07328,122348.0,97843.0,2321.0,0.0,0.3947,0.2861,-24505.0,False
06073005201,2073,07316,97419.0,76008.0,2950.0,0.0,0.3932,0.0405,-21411.0,False
06073019107,799,07302,113099.0,75651.0,1813.0,0.0,0.393,0.2165,-37448.0,False
06073017801,2857,07324,113505.0,83297.0,2480.0,0.0,0.3924,0.1596,-30208.0,False
06073008349,1104,07311,149812.0,88905.0,2670.0,0.0,0.3922,0.2491,-60907.0,False
06073017049,931,07308,118536.0,106258.0,2760.0,0.0,0.3921,0.2879,-12278.0,False
06073017810,2012,07324,113586.0,84208.0,2480.0,0.0,0.3921,0.1859,-29378.0,False
06073015001,1585,07314,109982.0,76801.0,2190.0,0.0,0.3918,0.253,-33181.0,False
06073020705,1336,07306,133658.0,101406.0,2416.0,0.0,0.3915,0.2964,-32252.0,False
06073016703,1150,07307,112989.0,91199.0,2629.0,0.0,0.3904,0.2226,-21790.0,False
06073005301,2217,07316,83958.0,64474.0,2457.0,0.0,0.3888,0.0176,-19484.0,False
06073007910,1625,07310,107616.0,82263.0,2600.0,0.0,0.3871,0.0911,-25353.0,False
06073008355,971,07312,152752.0,118773.0,3360.0,0.0,0.3862,0.3131,-33979.0,False
06073019110,1523,07302,140312.0,78749.0,1946.0,0.0,0.3861,0.241,-61563.0,False
06073020401,904,07306,132666.0,88861.0,2590.0,0.0,0.3861,0.1493,-43805.0,False
06073007908,1657,07310,95073.0,81906.0,2600.0,0.0,0.3856,0.0845,-13167.0,False
06073017060,1330,07308,134120.0,92332.0,2798.0,0.0,0.385,0.185,-41788.0,False
06073014805,2251,07314,104002.0,75554.0,2190.0,0.0,0.3847,0.1857,-28448.0,False
06073009204,1378,07315,158556.0,85311.0,2633.0,0.0,0.3846,0.2409,-73245.0,False
06073008347,2000,07311,146436.0,104882.0,3360.0,0.0,0.3845,0.265,-41554.0,False
06073013401,1368,07330,138712.0,101344.0,2510.0,0.0,0.3845,0.2734,-37368.0,False
06073019103,2072,07302,117550.0,89778.0,2367.0,0.0,0.3842,0.2486,-27772.0,False
06073008375,2192,07312,124673.0,87961.0,2890.0,0.0,0.3841,0.0575,-36712.0,False
06073016902,754,07307,124814.0,80634.0,2194.0,0.0,0.3833,0.2599,-44180.0,False
06073010104,1119,07322,111223.0,76649.0,2100.0,0.0,0.3825,0.1912,-34574.0,False
06073016901,2381,07307,129085.0,104590.0,2440.0,0.0,0.3822,0.2579,-24495.0,False
06073008356,1367,07312,133200.0,115512.0,3360.0,0.0,0.3819,0.2392,-17688.0,False
06073020311,1576,07325,131376.0,88352.0,2563.0,0.0,0.3813,0.1961,-43024.0,False
06073021502,3229,07311,177360.0,133818.0,4110.0,0.0,0.3812,0.2886,-43542.0,False
06073021401,1540,07310,120834.0,82161.0,2479.0,0.0,0.3805,0.1766,-38673.0,False
06073013412,1809,07329,119800.0,89280.0,2622.0,0.0,0.3803,0.2609,-30520.0,False
06073017813,1720,07324,138532.0,93237.0,2981.0,0.0,0.3802,0.2,-45295.0,False
06073021402,1243,07310,115442.0,80569.0,2478.0,0.0,0.3797,0.1883,-34873.0,False
06073006802,2598,07310,109982.0,78842.0,2419.0,0.0,0.3791,0.1189,-31140.0,False
06073007401,1438,07310,101525.0,78407.0,2391.0,0.0,0.379,0.1175,-23118.0,False
06073002803,2576,07317,89205.0,70747.0,1980.0,0.0,0.3781,0.0947,-18458.0,False
06073015100,1762,07314,109315.0,77236.0,2190.0,0.0,0.3774,0.2775,-32079.0,False
06073007502,1681,07310,97761.0,78152.0,2345.0,0.0,0.3772,0.0684,-19609.0,False
06073008503,3120,07315,111244.0,78018.0,2260.0,0.0,0.376,0.183,-33226.0,False
06073013309,1891,07329,143987.0,102545.0,2584.0,0.0,0.3755,0.3421,-41442.0,False
06073020030,2594,07324,170562.0,92993.0,2920.0,0.0,0.3755,0.2772,-77569.0,False
06073022102,2765,07324,154173.0,94383.0,3050.0,0.0,0.3754,0.1895,-59790.0,False
06073016704,2437,07307,121711.0,75918.0,2028.0,0.0,0.3751,0.2372,-45793.0,False
06073000800,2967,07316,90989.0,74219.0,2223.0,0.0,0.3748,0.0701,-16770.0,False
06073018612,1363,07301,146769.0,111471.0,2881.0,0.0,0.3727,0.3478,-35298.0,False
06073008361,1558,07312,113350.0,61366.0,2253.0,0.0,0.371,0.0732,-51984.0,False
06073017022,2249,07308,134733.0,97060.0,3150.0,0.0,0.3699,0.2134,-37673.0,False
06073014101,1260,07328,107750.0,96877.0,2320.0,0.0,0.369,0.2381,-10873.0,False
06073020309,1505,07325,117925.0,75163.0,2041.0,0.0,0.3688,0.2684,-42762.0,False
06073008509,2759,07315,109485.0,75623.0,2130.0,0.0,0.3686,0.1595,-33862.0,False
06073016613,719,07313,122665.0,77973.0,2160.0,0.0,0.3686,0.2114,-44692.0,False
06073019809,1649,07324,128273.0,84690.0,2462.0,0.0,0.3681,0.1928,-43583.0,False
06073007304,2063,07310,106315.0,78717.0,2390.0,0.0,0.3679,0.0703,-27598.0,False
06073014602,1902,07314,125590.0,73826.0,1990.0,0.0,0.3675,0.2766,-51764.0,False
06073017063,1625,07326,138058.0,87331.0,2700.0,0.0,0.3674,0.2098,-50727.0,False
06073009505,2811,07314,125936.0,94392.0,3035.0,0.0,0.3668,0.1608,-31544.0,False
06073009509,2519,07314,144166.0,89137.0,2933.0,0.0,0.3668,0.2072,-55029.0,False
06073015405,1732,07313,140548.0,108338.0,2880.0,0.0,0.3666,0.2939,-32210.0,False
06073019804,1582,07324,151124.0,91964.0,2830.0,0.0,0.3666,0.2415,-59160.0,False
06073007601,975,07310,112278.0,64886.0,2390.0,0.0,0.3662,0.079,-47392.0,False
06073015602,822,07313,158976.0,110973.0,2880.0,0.0,0.3662,0.2932,-48003.0,False
06073016618,1618,07313,107989.0,77278.0,2160.0,0.0,0.3659,0.1489,-30711.0,False
06073016807,2617,07307,130712.0,75347.0,1896.0,0.0,0.3657,0.2423,-55365.0,False
06073013327,1713,07329,133388.0,104663.0,2864.0,0.0,0.3643,0.3071,-28725.0,False
06073017113,1806,07326,126134.0,87170.0,2643.0,0.0,0.3643,0.2386,-38964.0,False
06073008101,1760,07310,120689.0,82826.0,2570.0,0.0,0.3642,0.1085,-37863.0,False
06073019203,867,07323,140029.0,103475.0,2580.0,0.0,0.3622,0.2734,-36554.0,False
06073018101,1356,07301,125083.0,76285.0,2100.0,0.0,0.3614,0.1851,-48798.0,False
06073007100,2104,07310,146642.0,81887.0,2396.0,0.0,0.3598,0.0984,-64755.0,False
06073008902,2154,07315,109632.0,88057.0,2899.0,0.0,0.3598,0.0706,-21575.0,False
06073020026,1723,07325,128801.0,86291.0,2540.0,0.0,0.3598,0.2014,-42510.0,False
06073000700,2625,07316,103215.0,59914.0,2220.0,0.0,0.3592,0.0549,-43301.0,False
06073008350,2217,07311,145352.0,103869.0,3360.0,0.0,0.3586,0.258,-41483.0,False
06073008376,2845,07312,116938.0,88123.0,2890.0,0.0,0.3585,0.1142,-28815.0,False
06073007402,1706,07310,123858.0,79874.0,2390.0,0.0,0.3581,0.1594,-43984.0,False
06073018801,1227,07302,113708.0,73481.0,1700.0,0.0,0.3578,0.1826,-40227.0,False
06073019105,3101,07302,120936.0,77865.0,1927.0,0.0,0.357,0.1696,-43071.0,False
06073008504,2300,07315,130917.0,79510.0,2260.0,0.0,0.3561,0.1796,-51407.0,False
06073008501,2168,07315,143266.0,79220.0,2260.0,0.0,0.3556,0.2311,-64046.0,False
06073010201,1146,07322,94182.0,73391.0,1980.0,0.0,0.3551,0.1239,-20791.0,False
06073015502,992,07307,149292.0,96930.0,2769.0,0.0,0.3548,0.2268,-52362.0,False
06073001802,1918,07317,85132.0,72727.0,2166.0,0.0,0.3545,0.0589,-12405.0,False
06073017058,1832,07308,136703.0,88543.0,2800.0,0.0,0.3543,0.1539,-48160.0,False
06073017018,1934,07326,111815.0,79019.0,2300.0,0.0,0.3542,0.1727,-32796.0,False
06073013423,1014,07329,192780.0,133584.0,3874.0,0.0,0.354,0.3008,-59196.0,False
06073013425,507,07329,186969.0,143485.0,4250.0,0.0,0.3531,0.3215,-43484.0,False
06073000302,1816,07316,90989.0,59685.0,2220.0,0.0,0.3524,0.0132,-31304.0,False
06073013903,1161,07328,111719.0,71190.0,1790.0,0.0,0.3523,0.2162,-40529.0,False
06073005801,1304,07316,115750.0,75948.0,2950.0,0.0,0.352,0.0291,-39802.0,False
06073009703,1240,07314,149155.0,86922.0,2520.0,0.0,0.3516,0.2863,-62233.0,False
06073017605,1332,07326,172720.0,102122.0,3330.0,0.0,0.3514,0.259,-70598.0,False
06073017104,1407,07326,131982.0,87861.0,2640.0,0.0,0.3511,0.2537,-44121.0,False
06073017039,2635,07308,132387.0,89666.0,2800.0,0.0,0.3507,0.2008,-42721.0,False
06073002100,2593,07317,83047.0,70274.0,2013.0,0.0,0.3506,0.0899,-12773.0,False
06073019811,2442,07324,149238.0,90112.0,2795.0,0.0,0.3497,0.1966,-59126.0,False
06073014702,1588,07314,125936.0,77186.0,2181.0,0.0,0.3495,0.2361,-48750.0,False
06073018525,1408,07301,136364.0,82357.0,2290.0,0.0,0.3494,0.1911,-54007.0,False
06073006100,1032,07316,119324.0,79060.0,2438.0,0.0,0.3488,0.1153,-40264.0,False
06073018617,1000,07301,139202.0,111515.0,2880.0,0.0,0.348,0.29,-27687.0,False
06073009506,1588,07314,157636.0,94476.0,3050.0,0.0,0.347,0.238,-63160.0,False
06073010800,966,07310,139445.0,98146.0,3340.0,0.0,0.3468,0.1708,-41299.0,False
06073016607,2459,07313,131257.0,78904.0,2129.0,0.0,0.3461,0.2184,-52353.0,False
06073016606,1410,07313,119324.0,78503.0,2160.0,0.0,0.3454,0.2021,-40821.0,False
06073006000,2678,07316,121830.0,79031.0,2475.0,0.0,0.3439,0.065,-42799.0,False
06073001100,1746,07316,92876.0,63738.0,2130.0,0.0,0.3431,0.0653,-29138.0,False
06073021304,956,07328,168394.0,117661.0,2980.0,0.0,0.3431,0.2762,-50733.0,False
06073010202,1358,07322,107586.0,72798.0,1980.0,0.0,0.3424,0.1826,-34788.0,False
06073013701,850,07328,131257.0,73625.0,1889.0,0.0,0.3424,0.2412,-57632.0,False
06073009203,2493,07315,133643.0,91635.0,3091.0,0.0,0.3406,0.0822,-42008.0,False
06073009804,1926,07314,140784.0,81656.0,2330.0,0.0,0.3401,0.2715,-59128.0,False
06073020038,1566,07325,153251.0,105618.0,2580.0,0.0,0.3397,0.3289,-47633.0,False
06073019808,2381,07324,110714.0,83801.0,2450.0,0.0,0.3394,0.0613,-26913.0,False
06073020810,1680,07307,129336.0,83595.0,2210.0,0.0,0.3393,0.2452,-45741.0,False
06073004600,1092,07316,85007.0,49347.0,1730.0,0.0,0.3388,0.0751,-35660.0,False
06073017047,1479,07308,177184.0,119016.0,3970.0,0.0,0.3387,0.2583,-58168.0,False
06073014701,1453,07314,115738.0,76403.0,2190.0,0.0,0.3386,0.1858,-39335.0,False
06073016201,1893,07313,130659.0,73608.0,1860.0,0.0,0.3386,0.2625,-57051.0,False
06073007303,918,07310,105195.0,60372.0,2190.0,0.0,0.3377,0.0719,-44823.0,False
06073008202,658,07310,120561.0,82593.0,2570.0,0.0,0.3374,0.0653,-37968.0,False
06073016810,885,07307,137769.0,90073.0,2440.0,0.0,0.3367,0.287,-47696.0,False
06073009705,1401,07314,143861.0,83356.0,2520.0,0.0,0.3355,0.2712,-60505.0,False
06073013411,1653,07329,155196.0,94190.0,3104.0,0.0,0.3351,0.2347,-61006.0,False
06073017502,1348,07326,127414.0,85630.0,2640.0,0.0,0.3346,0.1751,-41784.0,False
06073008312,1678,07310,126142.0,84957.0,2570.0,0.0,0.3337,0.1466,-41185.0,False
06073013421,1298,07329,150494.0,101048.0,2510.0,0.0,0.3336,0.3351,-49446.0,False
06073017701,2219,07326,122788.0,84096.0,2559.0,0.0,0.3335,0.1627,-38692.0,False
06073010900,618,07310,167484.0,98900.0,3340.0,0.0,0.3333,0.2152,-68584.0,False
06073009602,1656,07314,131982.0,83829.0,2520.0,0.0,0.3321,0.2186,-48153.0,False
06073020706,2100,07306,165345.0,76292.0,1943.0,0.0,0.3305,0.1833,-89053.0,False
06073001202,1775,07316,100547.0,72511.0,2144.0,0.0,0.3301,0.0355,-28036.0,False
06073021305,1300,07328,139614.0,84826.0,2344.0,0.0,0.33,0.2015,-54788.0,False
06073013905,1217,07328,133322.0,105145.0,3050.0,0.0,0.3287,0.3385,-28177.0,False
06073004501,1540,07316,75636.0,67459.0,1890.0,0.0,0.3286,0.0617,-8177.0,False
06073009502,1553,07314,144382.0,87793.0,2769.0,0.0,0.3284,0.2054,-56589.0,False
06073005403,1547,07316,122891.0,77086.0,2950.0,0.0,0.3277,0.0323,-45805.0,False
06073001302,2164,07316,81859.0,54627.0,1990.0,0.0,0.3272,0.0291,-27232.0,False
06073017403,1945,07326,154955.0,87433.0,2640.0,0.0,0.327,0.1779,-67522.0,False
06073019001,2230,07302,129952.0,73675.0,1700.0,0.0,0.3269,0.1991,-56277.0,False
06073020403,1285,07306,132998.0,75972.0,1970.0,0.0,0.3268,0.193,-57026.0,False
06073019209,1050,07323,137380.0,79694.0,2056.0,0.0,0.3267,0.2086,-57686.0,False
06073008327,2411,07311,192288.0,98713.0,3260.0,0.0,0.3264,0.192,-93575.0,False
06073008353,1526,07312,156030.0,104580.0,3345.0,0.0,0.3257,0.2248,-51450.0,False
06073001500,2028,07316,102716.0,73982.0,2170.0,0.0,0.3254,0.0819,-28734.0,False
06073008506,1591,07315,119443.0,78875.0,2260.0,0.0,0.325,0.1697,-40568.0,False
06073019111,1094,07302,145235.0,75229.0,1810.0,0.0,0.3227,0.245,-70006.0,False
06073016608,809,07313,139554.0,105263.0,2632.0,0.0,0.3226,0.2781,-34291.0,False
06073017070,1600,07326,200449.0,136653.0,4580.0,0.0,0.3225,0.3944,-63796.0,False
06073007701,2007,07310,119010.0,82853.0,2600.0,0.0,0.3224,0.1001,-36157.0,False
06073018000,1780,07324,101525.0,80685.0,2480.0,0.0,0.3219,0.0809,-20840.0,False
06073017056,1767,07308,107392.0,81122.0,2440.0,0.0,0.3214,0.1726,-26270.0,False
06073020801,1799,07307,145352.0,83015.0,2203.0,0.0,0.3213,0.194,-62337.0,False
06073007907,1663,07310,104947.0,82100.0,2600.0,0.0,0.3211,0.0728,-22847.0,False
06073020712,1483,07306,138215.0,76019.0,1900.0,0.0,0.321,0.1875,-62196.0,False
06073017052,2121,07308,131184.0,88760.0,2800.0,0.0,0.3201,0.1994,-42424.0,False
06073009704,2819,07314,121830.0,84036.0,2512.0,0.0,0.32,0.2206,-37794.0,False
06073018805,1473,07302,118131.0,72902.0,1700.0,0.0,0.3198,0.1935,-45229.0,False
06073000901,2062,07316,100547.0,72385.0,2170.0,0.0,0.3196,0.0519,-28162.0,False
06073017071,1800,07326,173165.0,87256.0,2700.0,0.0,0.3178,0.2539,-85909.0,False
06073017809,878,07324,145542.0,100229.0,3130.0,0.0,0.3178,0.254,-45313.0,False
06073005402,2688,07316,155322.0,93330.0,3210.0,0.0,0.3177,0.0424,-61992.0,False
06073016615,1244,07313,135930.0,77615.0,2160.0,0.0,0.3175,0.1986,-58315.0,False
06073018522,1927,07301,145181.0,81294.0,2338.0,0.0,0.3171,0.2174,-63887.0,False
06073020039,549,07325,158470.0,110633.0,2580.0,0.0,0.3169,0.3679,-47837.0,False
06073017305,1359,07326,169249.0,95431.0,3055.0,0.0,0.3157,0.1295,-73818.0,False
06073008370,1605,07311,149235.0,96898.0,3260.0,0.0,0.3146,0.1763,-52337.0,False
06073017006,1030,07308,158862.0,83797.0,2374.0,0.0,0.3146,0.2427,-75065.0,False
06073019002,1582,07302,141558.0,100807.0,2140.0,0.0,0.3142,0.275,-40751.0,False
06073008201,949,07310,140766.0,78690.0,2344.0,0.0,0.314,0.0875,-62076.0,False
06073017037,1827,07326,127720.0,80666.0,2300.0,0.0,0.3136,0.2266,-47054.0,False
06073009103,1566,07315,143189.0,80858.0,2390.0,0.0,0.3129,0.1794,-62331.0,False
06073009305,2351,07315,134122.0,90356.0,2976.0,0.0,0.3126,0.1829,-43766.0,False
06073008348,1715,07311,162440.0,104748.0,3360.0,0.0,0.3125,0.2519,-57692.0,False
06073020305,2346,07325,125052.0,76449.0,2040.0,0.0,0.3124,0.2251,-48603.0,False
06073020044,3021,07325,203050.0,116370.0,3200.0,0.0,0.3115,0.284,-86680.0,False
